name,brand,website,google_place_id,house_number,street,country,postal_code,google_name,google_address,google_rating,google_user_ratings_total,google_lat,google_lng,google_link
Topfer Tweewielers Vof,union,https://www.topfertweewielers.nl,ChIJH42xiQPFx0cRT-N_GEHvK6g,136,Hoofdstraat,Netherlands,8162 AP,Töpfer Tweewielers V.O.F.,"Hoofdstraat 136, 8162 AP Epe, Netherlands",4.1,20,52.3449654,5.9830542,https://www.google.com/maps/place/?q=place_id:ChIJH42xiQPFx0cRT-N_GEHvK6g
NicoS Fietsen,union,https://www.nicosfietsplus.nl,ChIJZ2e1IEm_xUcRfnOUYZiRPj8,82B,Zeeweg,Netherlands,2224 CG,Nico's Cycling,"Zeeweg 82B, 2224 CG Katwijk aan Zee, Netherlands",4.6,112,52.2025484,4.4089898,https://www.google.com/maps/place/?q=place_id:ChIJZ2e1IEm_xUcRfnOUYZiRPj8
Piet De Vries Tweewielers Vof,union,https://www.pietdevriestweewielers.nl,ChIJSxGown8rxEcRjzIk-ke4g40,87,Planetenlaan,Netherlands,2957 SM,Piet de Vries Tweewielers,"Planetenlaan 87, 2957 SM Nieuw-Lekkerland, Netherlands",4.4,15,51.8876120,4.6809490,https://www.google.com/maps/place/?q=place_id:ChIJSxGown8rxEcRjzIk-ke4g40
Fiets-Id,union,https://www.fiets-id.nl,ChIJ32ykliXfx0cR1yt2ku68mc8,24,Gasthuisplein,Netherlands,8011 SC,Fiets-id,"Gasthuisplein 24, 8011 SC Zwolle, Netherlands",4.5,35,52.5119360,6.0964639,https://www.google.com/maps/place/?q=place_id:ChIJ32ykliXfx0cR1yt2ku68mc8
De Lorijn Tweewielers,union,https://www.delorijntweewielers.nl,ChIJc0Jn1v-ex0cR4bKsHMBEDls,22,Dorpstraat,Netherlands,6909 AL,De Lorijn Tweewielers,"Dorpstraat 22, 6909 AL Babberich, Netherlands",4.7,78,51.9078565,6.1099504,https://www.google.com/maps/place/?q=place_id:ChIJc0Jn1v-ex0cR4bKsHMBEDls
Rijwielhuis Oomkens,union,https://www.oomkens.nl,ChIJiZ0z040yyEcReB7HTGG5kGw,104,Groningerweg,Netherlands,9766 TS,Rijwielhuis Oomkens,"Groningerweg 104, 9766 TS Eelderwolde, Netherlands",4.3,16,53.1759772,6.5443066,https://www.google.com/maps/place/?q=place_id:ChIJiZ0z040yyEcReB7HTGG5kGw
Beer Fietsen*,union,https://www.beerfietsen.nl,ChIJBXl2G9GwxUcR7pxboNgrkqs,31,Weimarstraat,Netherlands,2562 GP,Beer Fietsen,"Weimarstraat 31, 2562 GP Den Haag, Netherlands",4.3,113,52.0781210,4.2852276,https://www.google.com/maps/place/?q=place_id:ChIJBXl2G9GwxUcR7pxboNgrkqs
Dijkhuis Tweewielers,union,https://www.dijkhuistweewielers.nl,ChIJBTe_3_HUt0cRLICf4pJF70o,32,Spoorstraat,Netherlands,9636 AV,Dijkhuis Tweewielers voor fietsen en e-bikes,"Spoorstraat 32, 9636 AV Zuidbroek, Netherlands",4.5,21,53.1607302,6.8630296,https://www.google.com/maps/place/?q=place_id:ChIJBTe_3_HUt0cRLICf4pJF70o
Richard Maas Tweewielers,union,https://www.richardmaastweewielers.nl,ChIJO7ICzz7ZxkcRkZoc6QvWUrY,7-A,Van Thienenlaan,Netherlands,5622 BA,Richard Maas Tweewielers,"Van Thienenlaan 7-A, 5622 BA Eindhoven, Netherlands",4.8,103,51.4557389,5.4654453,https://www.google.com/maps/place/?q=place_id:ChIJO7ICzz7ZxkcRkZoc6QvWUrY
De Vries Tolbert,union,,ChIJfUObJZo1yEcRH1OH3fe3tKw,33,Leuringslaan,Netherlands,9356 VG,de VRIES tolbert = fiets plezier XXL,"Leuringslaan 33, 9356 VG Tolbert, Netherlands",3.5,46,53.1687372,6.3603609,https://www.google.com/maps/place/?q=place_id:ChIJfUObJZo1yEcRH1OH3fe3tKw
Vonk Tweewielers,union,https://www.vonktweewielers.nl,ChIJdR8u0A5MxkcRwpYTvhslyng,97,Langstraat,Netherlands,3771 BD,Vonk Tweewielers,"Langstraat 97, 3771 BD Barneveld, Netherlands",4.7,50,52.1382680,5.5878510,https://www.google.com/maps/place/?q=place_id:ChIJdR8u0A5MxkcRwpYTvhslyng
Hartman Tweewielercentrum Bv,union,https://www.hartmantweewielers.nl,ChIJRa6QfMKsx0cRFIgd7bJ4c6A,1,Lindelaan,Netherlands,6721 VB,Hartman Tweewielercentrum,"Lindelaan 1, 6721 VB Bennekom, Netherlands",4.6,71,51.9988534,5.6746066,https://www.google.com/maps/place/?q=place_id:ChIJRa6QfMKsx0cRFIgd7bJ4c6A
Haarlemse Fiets,union,https://www.haarlemsefiets.nl,ChIJletlyYHvxUcR9zsZAgn_FDs,94,Pijnboomstraat,Netherlands,2023 VT,Haarlemse Fiets,"Pijnboomstraat 94, 2023 VT Haarlem, Netherlands",4.9,36,52.3989694,4.6386411,https://www.google.com/maps/place/?q=place_id:ChIJletlyYHvxUcR9zsZAgn_FDs
Timmer Tweewielers,union,https://www.timmerfietsen.nl,ChIJM02aHfUqyEcRfEepUBdIhlw,255,Kerkstraat,Netherlands,9603 AG,Timmer Tweewielers,"Kerkstraat 255, 9603 AG Hoogezand, Netherlands",4.5,40,53.1586578,6.7563857,https://www.google.com/maps/place/?q=place_id:ChIJM02aHfUqyEcRfEepUBdIhlw
2-Wielers Hensels,union,https://www.2wielershensels.nl,ChIJA9pe_pu4wEcRZHiJxQc-Pps,16,Overstraat,Netherlands,6151 CN,2-Wielers Hensels,"Overstraat 16, 6151 CN Munstergeleen, Netherlands",4.8,87,50.9751736,5.8633356,https://www.google.com/maps/place/?q=place_id:ChIJA9pe_pu4wEcRZHiJxQc-Pps
Het Zwarte Fietsenplan Zuid As,union,https://www.hetzwartefietsenplan.nl,ChIJFZiNcAUKxkcRLRzzC2JJaxY,118,Gustav Mahlerplein,Netherlands,1082 MA,Het Zwarte Fietsenplan Zuidas,"Gustav Mahlerplein 118, 1082 MA Amsterdam, Netherlands",3.3,136,52.3363108,4.8731557,https://www.google.com/maps/place/?q=place_id:ChIJFZiNcAUKxkcRLRzzC2JJaxY
Bike Totaal Van Zuijlen,union,https://www.vanzuijlen-tweewielers.nl,ChIJH1V8LT5wxkcRbkuybmnZLnw,18,Dorpsstraat,Netherlands,3451 BK,Bike Totaal Van Zuijlen - Fietsenwinkel en fietsreparatie,"Dorpsstraat 18, 3451 BK Utrecht, Netherlands",4.5,68,52.1068043,5.0105631,https://www.google.com/maps/place/?q=place_id:ChIJH1V8LT5wxkcRbkuybmnZLnw
Age Van ’T Hoff 2-Wielers B.V.,union,,ChIJx4zdOypyxkcRJE3xmJRRjso,22,Marijkestraat,Netherlands,3621 DC,Age van 't Hoff 2-wheelers,"Marijkestraat 22, 3621 DC Breukelen, Netherlands",4.9,68,52.1722810,4.9976861,https://www.google.com/maps/place/?q=place_id:ChIJx4zdOypyxkcRJE3xmJRRjso
Slotboom Tweewielers,union,https://www.slotboomtweewielers.nl,ChIJA0W0YaiPx0cRKIRcTmFozfc,11,Kieftendorp,Netherlands,7255 MG,Slotboom Tweewielers,"Kieftendorp 11, 7255 MG Hengelo, Netherlands",4.6,81,52.0532085,6.3542267,https://www.google.com/maps/place/?q=place_id:ChIJA0W0YaiPx0cRKIRcTmFozfc
Vof Schaafsma Rijwielen,union,,ChIJF348PKyryUcRfWlN01va9wA,94,Voorweg,Netherlands,9104 CA,Schaafsma Rijwielen VOF,"Voorweg 94, 9104 CA Damwâld, Netherlands",4.6,30,53.2902842,5.9895512,https://www.google.com/maps/place/?q=place_id:ChIJF348PKyryUcRfWlN01va9wA
Smit Fietsen Wilnis,union,,ChIJGd6C6ltOZUERnbEdTQvz35g,4,Dorpsstraat,Netherlands,3648 AH,Smit Cycling Wilnis,"Dorpsstraat 4, 3648 AH Wilnis, Netherlands",4.8,30,52.1948837,4.9020013,https://www.google.com/maps/place/?q=place_id:ChIJGd6C6ltOZUERnbEdTQvz35g
Amsterdamse Fietswinkel West B.V.,union,,ChIJZ2bOahLixUcR4ZYzFpBVfL4,106 bg,Postjesweg,Netherlands,1057 EG,Amsterdamse Fietswinkel,"Postjesweg 106 bg, 1057 EG Amsterdam, Netherlands",4.6,197,52.3644417,4.8527952,https://www.google.com/maps/place/?q=place_id:ChIJZ2bOahLixUcR4ZYzFpBVfL4
Wisselink Tweewielers,union,https://www.wisselinktweewielers.nl,ChIJOTGQ6bJ-uEcRmezvIggoSqw,1,Plein-Zuid,Netherlands,7121 EX,Wisselink Tweewielers,"Plein-Zuid 1, 7121 EX Aalten, Netherlands",4.9,37,51.9211612,6.5811643,https://www.google.com/maps/place/?q=place_id:ChIJOTGQ6bJ-uEcRmezvIggoSqw
De Fietsenmaker Bv,union,,ChIJ0dsaD5i4x0cRjrinq7GzyA4,72A,Kanaal Zuid,Netherlands,7332 BC,De Fietsenmaker Apeldoorn,"Kanaal Zuid 72A, 7332 BC Apeldoorn, Netherlands",4.3,403,52.2011033,5.9798598,https://www.google.com/maps/place/?q=place_id:ChIJ0dsaD5i4x0cRjrinq7GzyA4
Penninga Bike Trends Bv,union,https://www.rijwielcentrumpenninga.nl,ChIJpYi5HAK1yUcRYyEPq9pAY1Y,15,Kievitsweg,Netherlands,9843 HA,Penninga Bike Trends,"Kievitsweg 15, 9843 HA Grijpskerk, Netherlands",4.7,49,53.2653179,6.3088230,https://www.google.com/maps/place/?q=place_id:ChIJpYi5HAK1yUcRYyEPq9pAY1Y
Bouma,union,https://www.boumatweewielers.nl,ChIJS8VPvoI2yEcR_yFek6uYJbQ,94,Roderweg,Netherlands,9311 PB,Bouma Tweewielers,"Roderweg 94, 9311 PB Nieuw-Roden, Netherlands",4.2,29,53.1314397,6.3995833,https://www.google.com/maps/place/?q=place_id:ChIJS8VPvoI2yEcR_yFek6uYJbQ
Rijwielhuis Luuk Westerkamp,union,https://www.rijwielhuis-westerkamp.nl,ChIJB4AkPUHNyUcRedU8Ofg9NHI,52,Moesstraat,Netherlands,9717 JX,Rijwielhuis Luuk Westerkamp,"Moesstraat 52, 9717 JX Groningen, Netherlands",4.2,32,53.2279548,6.5548086,https://www.google.com/maps/place/?q=place_id:ChIJB4AkPUHNyUcRedU8Ofg9NHI
Profile Rodenburg,union,https://www.profilerodenburg.nl,ChIJN9WaR8XxyEcRY6eWgEeKWjo,13-15,Lemmerweg,Netherlands,8608 AA,Profile Rodenburg - Fietsenwinkel en fietsreparatie,"Lemmerweg 13-15, 8608 AA Sneek, Netherlands",4.6,38,53.0286061,5.6577607,https://www.google.com/maps/place/?q=place_id:ChIJN9WaR8XxyEcRY6eWgEeKWjo
Schra Tweewielers,union,https://www.theoschra.nl,ChIJu_juRBlJz0cR6kVJwPOwxww,128,Zandvaart,Netherlands,1764 NW,Bike Totaal Schra Tweewielers - Fietsenwinkel en fietsreparatie,"Zandvaart 128, 1764 NW Breezand, Netherlands",4.7,34,52.8887535,4.8068217,https://www.google.com/maps/place/?q=place_id:ChIJu_juRBlJz0cR6kVJwPOwxww
Profile Mondt,union,https://www.profilemondt.nl,ChIJgxNeABOtxUcRDdOgW-OzODE,1,Hellendaalweg,Netherlands,2692 AD,Profile Mondt - Fietsenwinkel en fietsreparatie,"Hellendaalweg 1, 2692 AD 's-Gravenzande, Netherlands",4.1,12,51.9999691,4.1591664,https://www.google.com/maps/place/?q=place_id:ChIJgxNeABOtxUcRDdOgW-OzODE
Maikel De Fietsenmaker,union,https://www.maikeldefietsenmaker.nl,ChIJmV68b15Qz0cRCkeCOPY6cm0,48A,Rijperweg,Netherlands,1744 HL,Maikel De Fietsenmaker,"Rijperweg 48A, 1744 HL Sint Maarten, Netherlands",4.8,68,52.7512505,4.7483260,https://www.google.com/maps/place/?q=place_id:ChIJmV68b15Qz0cRCkeCOPY6cm0
Pot Tweewielers Vof,union,https://www.pottweewielers.nl,ChIJQW2zPLpyuEcR7mVBSD3KXDM,9,Blankenburg,Netherlands,7481 DX,Pot tweewielers,"Blankenburg 9, 7481 DX Haaksbergen, Netherlands",5.0,21,52.1566116,6.7424239,https://www.google.com/maps/place/?q=place_id:ChIJQW2zPLpyuEcR7mVBSD3KXDM
Profile Hans Janssen,union,,ChIJbypa-Q3PxUcRmTGdkH7I090,91,Dorpsstraat,Netherlands,2731 AM,Profile Hans Janssen,"Dorpsstraat 91, 2731 AM Benthuizen, Netherlands",4.8,75,52.0777878,4.5425936,https://www.google.com/maps/place/?q=place_id:ChIJbypa-Q3PxUcRmTGdkH7I090
Bike,union,https://www.bikeplus.nl,ChIJK6gPZIz8xkcR4H-AB1AuHh4,19,Obrechtstraat,Netherlands,5344 AT,Bike+ vrijheid op wielen,"Obrechtstraat 19, 5344 AT Oss, Netherlands",4.3,81,51.7590531,5.5172557,https://www.google.com/maps/place/?q=place_id:ChIJK6gPZIz8xkcR4H-AB1AuHh4
Wiel Tot Wiel,union,https://www.wieltotwiel.nl,ChIJsfsylwnixUcR7AC4f6hVjFo,154 - 160,Jan Pieter Heijestraat,Netherlands,1054 MK,Wheel To Wheel B.V.,"Jan Pieter Heijestraat 154 - 160, 1054 MK Amsterdam, Netherlands",4.1,144,52.3614548,4.8645210,https://www.google.com/maps/place/?q=place_id:ChIJsfsylwnixUcR7AC4f6hVjFo
Pikkert Fietsen,union,https://www.pikkertfietsen.nl,ChIJ4-CyharSyUcRQWrUaAguOA0,27,Oosterweg,Netherlands,9724 CA,Pikkert Fietsen,"Oosterweg 27, 9724 CA Groningen, Netherlands",4.9,92,53.2116311,6.5752078,https://www.google.com/maps/place/?q=place_id:ChIJ4-CyharSyUcRQWrUaAguOA0
Rolfes Sports Cycling.Lifestyle,union,https://www.rolfessports.com,ChIJGSBz7H7Et0cRhrZFkv5IeWE,43,Marktstraat,Netherlands,9581 AB,ROLFES SPORTS cycling.lifestyle,"Marktstraat 43, 9581 AB Musselkanaal, Netherlands",4.9,64,52.9327533,7.0111618,https://www.google.com/maps/place/?q=place_id:ChIJGSBz7H7Et0cRhrZFkv5IeWE
2 Wielercentrum Ede Vof,union,https://www.2wielercentrumede.nl,ChIJn42WgEqtx0cRcSX8Z_MT_3E,106,Verlengde Maanderweg,Netherlands,6713 LM,2 Wielercentrum Ede,"Verlengde Maanderweg 106, 6713 LM Ede, Netherlands",4.0,42,52.0345920,5.6592814,https://www.google.com/maps/place/?q=place_id:ChIJn42WgEqtx0cRcSX8Z_MT_3E
Fietscentrum Hoofddorp,union,,ChIJ9Xv8pqnnxUcRSs0MpbvoTtw,951,Kruisweg,Netherlands,2132 CD,Hoogma Cycling,"Kruisweg 951, 2132 CD Hoofddorp, Netherlands",4.1,38,52.3028049,4.6984034,https://www.google.com/maps/place/?q=place_id:ChIJ9Xv8pqnnxUcRSs0MpbvoTtw
Hzfp Oostelijke Eilanden,union,https://www.hetzwartefietsenplan.nl,ChIJi2KAlwsJxkcRbYQg6rxa9M0,14,Czaar Peterstraat,Netherlands,1018 PR,Het Zwarte Fietsenplan Oostelijke eilanden,"Czaar Peterstraat 14, 1018 PR Amsterdam, Netherlands",3.7,125,52.3687834,4.9275301,https://www.google.com/maps/place/?q=place_id:ChIJi2KAlwsJxkcRbYQg6rxa9M0
Steenvoorden Tweewielers,union,https://www.steenvoorden-tweewielers.nl,ChIJNXIOyGHAxUcRUGhsWOmz50Y,5,Molenstraat,Netherlands,2201 KX,Steenvoorden Tweewielers,"Molenstraat 5, 2201 KX Noordwijk, Netherlands",4.8,87,52.2362459,4.4455947,https://www.google.com/maps/place/?q=place_id:ChIJNXIOyGHAxUcRUGhsWOmz50Y
Bike Center Velden,union,https://www.bikecentervelden.nl,ChIJe_1QkEtbx0cROKu1rvIGxAQ,159,Oude Heerweg,Netherlands,5941 EL,Oude Heerweg 159,"Oude Heerweg 159, 5941 EL Velden, Netherlands",,,51.4206395,6.1657197,https://www.google.com/maps/place/?q=place_id:ChIJe_1QkEtbx0cROKu1rvIGxAQ
Mooijekind Fietsen,urban_arrow,https://mooijekind-fietsen.nl/,ChIJG1wEQXrAxUcR0ErL-E-Hu8I,45,Schoolstraat,Netherlands,2202 HD,Mooijekind fietsen,"Schoolstraat 45, 2202 HD Noordwijk, Netherlands",4.5,189,52.2447530,4.4337148,https://www.google.com/maps/place/?q=place_id:ChIJG1wEQXrAxUcR0ErL-E-Hu8I
Groeneveld Fietsen B.V.,urban_arrow,https://groeneveld.biketotaal.nl/,ChIJp2bmnewuxEcRag2nWR33pPg,12,Burgemeester Jansenlaan,Netherlands,3331 HN,Bike Totaal Groeneveld Fietsen - Fietsenwinkel en fietsreparatie,"Burgemeester Jansenlaan 12, 3331 HN Zwijndrecht, Netherlands",4.4,46,51.8228068,4.6366072,https://www.google.com/maps/place/?q=place_id:ChIJp2bmnewuxEcRag2nWR33pPg
John Vermeulen Fietsplezier Eindhoven,urban_arrow,https://www.johnvermeulenfietsplezier.nl/,ChIJQ9--VMrexkcRimCPnNy5Azw,93,Elckerlyclaan,Netherlands,5625 EP,John Vermeulen Fietsplezier,"Elckerlyclaan 93, 5625 EP Eindhoven, Netherlands",3.6,100,51.4746893,5.4681806,https://www.google.com/maps/place/?q=place_id:ChIJQ9--VMrexkcRimCPnNy5Azw
Busybike B.V.,urban_arrow,https://www.busybike.com/nl,ChIJW4iQRloIx0cRjnX4dKnJD8E,144,Van Peltlaan,Netherlands,6533 ZR,Busybike,"Van Peltlaan 144, 6533 ZR Nijmegen, Netherlands",4.8,11,51.8188513,5.8538808,https://www.google.com/maps/place/?q=place_id:ChIJW4iQRloIx0cRjnX4dKnJD8E
Het Zwarte Fietsenplan Den Haag,urban_arrow,http://www.hetzwartefietsenplan.nl/,ChIJ7yq7Wr-wxUcRGRd4vSiOduk,81A,Frederik Hendriklaan,Netherlands,2582 BV,Black Bikes | Bike Rental The Hague/Den Haag,"Frederik Hendriklaan 81A, 2582 BV Den Haag, Netherlands",4.2,122,52.0942515,4.2768680,https://www.google.com/maps/place/?q=place_id:ChIJ7yq7Wr-wxUcRGRd4vSiOduk
M-Bikes Groningen B.V.,urban_arrow,https://www.m-bikes.nl/,ChIJvdD81jfNyUcRHOXHURbBVXU,2-16,Prinsesseweg,Netherlands,9717 BH,M-bikes - Fietsenwinkel Groningen,"Prinsesseweg 2-16, 9717 BH Groningen, Netherlands",4.7,59,53.2196829,6.5479582,https://www.google.com/maps/place/?q=place_id:ChIJvdD81jfNyUcRHOXHURbBVXU
Profile Smeeing,urban_arrow,http://www.profile-smeeing.nl/,ChIJfyMs_YRBxkcRqR1gRS4e4yA,16,Koningsweg,Netherlands,3762 EC,profile Soest,"Koningsweg 16, 3762 EC Soest, Netherlands",4.3,66,52.1767899,5.2738774,https://www.google.com/maps/place/?q=place_id:ChIJfyMs_YRBxkcRqR1gRS4e4yA
Profile Paul,urban_arrow,https://www.profilepaul.nl/,ChIJNXQyADa_xUcR-0qrl1uWWSw,1,Drieplassenweg,Netherlands,2225 JH,profile Paul,"Drieplassenweg 1, 2225 JH Katwijk aan Zee, Netherlands",4.8,108,52.2001504,4.3918856,https://www.google.com/maps/place/?q=place_id:ChIJNXQyADa_xUcR-0qrl1uWWSw
The Cool Biking Company Bv,urban_arrow,http://www.thecoolbikingcompany.com/,ChIJhYHRLnYIxkcRWsoBuAJD6V4,7,Van Beekstraat,Netherlands,1121 ND,The Cool Biking Company,"Van Beekstraat 7, 1121 ND Landsmeer, Netherlands",4.6,47,52.4295646,4.9151405,https://www.google.com/maps/place/?q=place_id:ChIJhYHRLnYIxkcRWsoBuAJD6V4
Stout-Fietsen B.V.,urban_arrow,https://www.biketotaal.nl/fietsenwinkel/bike-totaal-stout,ChIJaxdp5Cg0xEcRrkaPDczi8Gw,8,Kleidijk,Netherlands,3161 HG,Bike Totaal Stout-Fietsen - Fietsenwinkel en fietsreparatie,"Kleidijk 8, 3161 HG Rhoon, Netherlands",4.7,75,51.8572856,4.4258994,https://www.google.com/maps/place/?q=place_id:ChIJaxdp5Cg0xEcRrkaPDczi8Gw
Rijwielcentrale Eindhoven,urban_arrow,https://www.rijwielcentrale.nl/,ChIJI5fUC6TZxkcR4XozZJcO3cY,89,Aalsterweg,Netherlands,5615 CB,The Rijwielcentrale Eindhoven BV,"Aalsterweg 89, 5615 CB Eindhoven, Netherlands",3.8,22,51.4255283,5.4863070,https://www.google.com/maps/place/?q=place_id:ChIJI5fUC6TZxkcR4XozZJcO3cY
Rijwielspecialist Hart,urban_arrow,http://www.rijwielspecialisthart.nl,ChIJmfuBdy3vxUcRuCn1HiSct4o,34,Zandvoortselaan,Netherlands,2106 CP,Rijwielspecialist Hart,"Zandvoortselaan 34, 2106 CP Heemstede, Netherlands",3.8,32,52.3591927,4.6141818,https://www.google.com/maps/place/?q=place_id:ChIJmfuBdy3vxUcRuCn1HiSct4o
Mantel Superstore Rotterdam,urban_arrow,https://www.mantel.com/fietsenwinkel-rotterdam,ChIJ3UWlcmAzxEcRPdVw2C7E470,33D,Stadionweg,Netherlands,3077 AP,Mantel Superstore Rotterdam,"Stadionweg 33D, 3077 AP Rotterdam, Netherlands",4.6,261,51.8966623,4.5338000,https://www.google.com/maps/place/?q=place_id:ChIJ3UWlcmAzxEcRPdVw2C7E470
Fietsenmakerij Jasper,urban_arrow,https://fietsenmakerij-jasper.nl/,ChIJIQTR34PzxkcRmzHs7aOe8WI,11,Waterstraat,Netherlands,5301 AH,Fietsenmakerij Jasper,"Waterstraat 11, 5301 AH Zaltbommel, Netherlands",4.7,24,51.8140538,5.2472355,https://www.google.com/maps/place/?q=place_id:ChIJIQTR34PzxkcRmzHs7aOe8WI
Scholten Tweewielerspecialist,urban_arrow,https://www.fietsgoed.nl/,ChIJtd1kAS_fx0cRhk4lek49otI,13,Luttekestraat,Netherlands,8011 LN,Scholten Fietsgoed.nl,"Luttekestraat 13, 8011 LN Zwolle, Netherlands",4.5,122,52.5111670,6.0913254,https://www.google.com/maps/place/?q=place_id:ChIJtd1kAS_fx0cRhk4lek49otI
Het Fietshuys Amstelveen,urban_arrow,www.fietshuys.nl,ChIJi2A54oIKxkcROi8ho366vaY,24b,Sandbergplein,Netherlands,1181 ZX,Het Fietshuys Amstelveen,"Sandbergplein 24b, 1181 ZX Amstelveen, Netherlands",4.7,143,52.3034904,4.8583743,https://www.google.com/maps/place/?q=place_id:ChIJi2A54oIKxkcROi8ho366vaY
Muijs Tweewielers B.V.,urban_arrow,https://www.biketotaal.nl/fietsenwinkel/bike-totaal-muijs,ChIJewvLcnxrxkcRnzztMTrOf_M,347A,Neuweg,Netherlands,1214 GT,Bike Total Muijs Tweewielers,"Neuweg 347A, 1214 GT Hilversum, Netherlands",4.1,55,52.2126339,5.1647322,https://www.google.com/maps/place/?q=place_id:ChIJewvLcnxrxkcRnzztMTrOf_M
Het Zwarte Fietsenplan Diemen,urban_arrow,http://www.hetzwartefietsenplan.nl/,ChIJT0m_y_ELxkcRogC8cbdiKQk,2036,Dalsteindreef,Netherlands,1112 XC,Het Zwarte Fietsenplan Diemen,"Dalsteindreef 2036, 1112 XC Diemen, Netherlands",3.6,61,52.3292754,4.9555719,https://www.google.com/maps/place/?q=place_id:ChIJT0m_y_ELxkcRogC8cbdiKQk
Theo Schilder Tweewielers,urban_arrow,http://www.theoschilder.nl,ChIJMdt0q7JXz0cRQOEV3iUu_ls,31,Koedijkerstraat,Netherlands,1823 CR,Theo Schilder Tweewielers Alkmaar,"Koedijkerstraat 31, 1823 CR Alkmaar, Netherlands",4.6,219,52.6393760,4.7554498,https://www.google.com/maps/place/?q=place_id:ChIJMdt0q7JXz0cRQOEV3iUu_ls
Bike Totaal Landewé Zuid,urban_arrow,https://www.landewe.nl/,ChIJVXQNRZ0UuEcRMRMsYZtipUY,20D,Wesseler-Nering,Netherlands,7544 JB,Bike Totaal Landewé Zuid,"Wesseler-Nering 20D, 7544 JB Enschede, Netherlands",4.3,11,52.1923206,6.8787399,https://www.google.com/maps/place/?q=place_id:ChIJVXQNRZ0UuEcRMRMsYZtipUY
Mantel Servicepunt Oosterbeek,urban_arrow,https://www.mantel.com/fietsenwinkel-oosterbeek,ChIJBd85XWavx0cR8Qyu3i4pcAc,84,Utrechtseweg,Netherlands,6862 AN,Mantel Service Oosterbeek,"Utrechtseweg 84, 6862 AN Oosterbeek, Netherlands",4.6,71,51.9864771,5.8485171,https://www.google.com/maps/place/?q=place_id:ChIJBd85XWavx0cR8Qyu3i4pcAc
Cargobikes.Nl,urban_arrow,http://www.cargobikes.nl,ChIJSZbtjrvfx0cRg91QRtVfCsw,15,Ceintuurbaan,Netherlands,8022 AW,Cargobikes.nl,"Ceintuurbaan, 15 (gebouw ZK, 8022 AW Zwolle, Netherlands",0.0,0,52.5203925,6.1161254,https://www.google.com/maps/place/?q=place_id:ChIJSZbtjrvfx0cRg91QRtVfCsw
Bike Totaal Apeldoorn,urban_arrow,http://www.fietscity.nl,ChIJ_SOUvkK4x0cRA1-yFm_c75M,96,Laan van Westenenk,Netherlands,7336 AZ,Bike Total Apeldoorn,"Laan van Westenenk 96, 7336 AZ Apeldoorn, Netherlands",3.7,60,52.1902811,5.9402551,https://www.google.com/maps/place/?q=place_id:ChIJ_SOUvkK4x0cRA1-yFm_c75M
Juizz Haarlem,urban_arrow,http://www.juizz.nl,ChIJOU43U2vvxUcRGsTNnS6k8io,5-9,Gedempte Oude Gracht,Netherlands,2011 GK,JUIZZ Haarlem,"Gedempte Oude Gracht 5-9, 2011 GK Haarlem, Netherlands",3.9,47,52.3821672,4.6321670,https://www.google.com/maps/place/?q=place_id:ChIJOU43U2vvxUcRGsTNnS6k8io
Fietsen Van Stenis,urban_arrow,https://www.fietsenvanstenis.nl,ChIJn9G_Z4-Tx0cRjaSnosQg3vI,80,Rijksstraatweg,Netherlands,7231 AH,Fietsen van Stenis,"Rijksstraatweg 80, 7231 AH Warnsveld, Netherlands",4.5,22,52.1434680,6.2242869,https://www.google.com/maps/place/?q=place_id:ChIJn9G_Z4-Tx0cRjaSnosQg3vI
Van Oirschot Van Ginhoven,urban_arrow,http://www.thuisinfietsen.nl,ChIJaeQVgSW8xkcR07g9cwWC418,15,Kerkstraat,Netherlands,5133 AJ,"Van Oirschot Van Ginhoven ""thuis in fietsen""","Kerkstraat 15, 5133 AJ Riel, Netherlands",4.8,56,51.5230947,5.0229148,https://www.google.com/maps/place/?q=place_id:ChIJaeQVgSW8xkcR07g9cwWC418
Van Kortenhof Vlaardingen Holy,urban_arrow,https://www.vankortenhof.nl/,ChIJveHTscdKxEcR5HlvjkxG-Us,1,Louise de Colignylaan,Netherlands,3136 NL,Van Kortenhof Vlaardingen Holy,"Louise de Colignylaan 1, 3136 NL Vlaardingen, Netherlands",3.9,39,51.9289060,4.3465139,https://www.google.com/maps/place/?q=place_id:ChIJveHTscdKxEcR5HlvjkxG-Us
Bike Totaal Van Hulst Geversstraat,urban_arrow,https://www.biketotaalvanhulst.nl/,ChIJZSaOYifHxUcRVjBlcD_z7DU,43,Geversstraat,Netherlands,2341 GA,Total Bike Van Hulst,"Geversstraat 43, 2341 GA Oegstgeest, Netherlands",4.7,154,52.1777853,4.4669238,https://www.google.com/maps/place/?q=place_id:ChIJZSaOYifHxUcRVjBlcD_z7DU
Neptunus Tweewielers,urban_arrow,http://www.neptunustweewielers.nl,ChIJp6j6EFShxEcRd_3msce6LVo,44,Boulevard de Wielingen,Netherlands,4506 JK,Neptunus tweewielers,"Boulevard de Wielingen 44, 4506 JK Cadzand, Netherlands",3.4,168,51.3776875,3.3873373,https://www.google.com/maps/place/?q=place_id:ChIJp6j6EFShxEcRd_3msce6LVo
